A_LOCK 42 
A_LENTER 59 
A_LLEAVE 60 
A_LPAGE 61 
A_LUSE 62 
A_LGIVE 63 
A_LTPORT 85 
A_LDROP 86 
A_LRECEIVE 87 
A_LLINK 93 
A_LTELOUT 94 
A_LUSER 97 
A_LPARENT 98 
A_LCONTROL 99 
A_LGET 127 
A_LSPEECH 209 
A_LCHOWN 217 
A_LMAIL 225 
A_LOPEN 226 
